Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
IL17D	"FLJ30846, IL-17D, IL-27, IL27"	ENSG00000172458	"Interleukin 17D"	Q8TAD2	13	20702127-20723098	"Predicted secreted proteins"		Cytokine		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	6	"brain: 151.2;skeletal muscle: 126.4"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 60.7;Early spermatids: 20.2;Excitatory neurons: 16.9;Late spermatids: 36.8;Muller glia cells: 23.1;Oligodendrocyte precursor cells: 19.3;Skeletal myocytes: 28.3"	"Cell type enhanced"	"Detected in many"		"astrocyte: 114.6;bergmann glia: 142.6"	"Cancer enhanced"	"Detected in all"		"Glioblastoma Multiforme (TCGA): 60.1"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Breast - Fibroblasts, Heart muscle - Fibroblasts, Minor Salivary Gland - Fibroblasts, Prostate - Fibroblasts, Skeletal muscle - Skeletal myocytes, Skeletal muscle - Skeletal myocytes, Testis - Early spermatids, Thyroid gland - Fibroblasts"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"								"Secreted to blood"	Interleukin	NA	NA	25000			"Cluster 33: Brain - Neuronal signaling"	"Cluster 39: Astrocytes - Mixed function"	"Cluster 57: Stomach & Colon cancer - Digestion"	"Cluster 53: Fibroblasts - ECM organization"					"unprognostic (1.92e-1)"	"unprognostic (1.50e-2)"	"unprognostic (2.04e-1)"	"unprognostic (1.25e-2)"	"unprognostic (9.83e-2)"	"unprognostic (2.78e-2)"	"unprognostic (1.59e-1)"	"unprognostic (1.72e-2)"	"unprognostic (1.80e-3)"	"unprognostic (1.55e-2)"	"unprognostic (2.06e-3)"	"unprognostic (3.15e-3)"	"unprognostic (2.16e-2)"	"unprognostic (2.36e-2)"	"unprognostic (1.79e-1)"	"unprognostic (8.29e-2)"	"unprognostic (2.00e-1)"	"unprognostic (1.30e-1)"	"unprognostic (7.32e-3)"	"unprognostic (5.87e-2)"	"unprognostic (5.77e-1)"	"unprognostic (2.23e-4)"		"unprognostic (2.37e-1)"	"unprognostic (1.49e-1)"	"unprognostic (6.70e-2)"	"unprognostic (4.93e-2)"	"unprognostic (1.44e-1)"	"unprognostic (1.71e-1)"	"unprognostic (1.09e-1)"	"unprognostic (4.70e-2)"
LRRC38		ENSG00000162494	"Leucine rich repeat containing 38"	Q5VT99	1	13474973-13514003	"Predicted membrane proteins"	"Ion transport, Transport"	"Ion channel"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	6	"adrenal gland: 19.0;skeletal muscle: 43.0;tongue: 14.1"	"Cell type enhanced"	"Detected in some"		"Bipolar cells: 17.8;Inhibitory neurons: 10.3;Oocytes: 48.5;Skeletal myocytes: 20.5"	"Cell type enhanced"	"Detected in some"		"cerebellar inhibitory: 70.6;fibroblast: 21.9"	"Cancer enhanced"	"Detected in single"		"Lung Adenocarcinoma (TCGA): 1.5"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"thyroid cancer: 6.9"		"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			HPA038778	Approved						NA	NA				"Cluster 2: Skeletal muscle - Striated muscle contraction"	"Cluster 2: Neurons - Nucleosome"	"Cluster 59: Leukemia - T-cell receptor"	"Cluster 8: Neurons - Neuronal signaling"				"HPA038778: AB_10673294"																"unprognostic (1.12e-1)"															
MAFA	"hMafA, RIPE3b1"	ENSG00000182759	"MAF bZIP transcription factor A"	Q8NHW3	8	143419182-143430732	"Disease related genes, Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"Activator, DNA-binding"	"Diabetes mellitus, Disease variant"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	6	"skeletal muscle: 24.7"	"Cell type enriched"	"Detected in many"	5	"Skeletal myocytes: 96.6"	"Cell type enhanced"	"Detected in some"		"choroid plexus epithelial cell: 2.8;ependymal cell: 4.3"	"Cancer enhanced"	"Detected in some"		"Testicular Germ Cell Tumor (TCGA): 1.9"	"Region enhanced"	"Detected in many"		"spinal cord: 5.8"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"cervical cancer: 4.1"	"Pancreas - Beta cells"	"Low region specificity"	"Detected in some"			"Low region specificity"	"Detected in some"										NA	NA				"Cluster 2: Skeletal muscle - Striated muscle contraction"	"Cluster 43: Hindbrain - Mixed function"	"Cluster 33: Sarcoma - Muscle contraction"	"Cluster 2: Skeletal myocytes - Muscle contraction"	3						"unprognostic (2.64e-1)"							"unprognostic (3.20e-1)"				"unprognostic (8.29e-2)"	"unprognostic (2.39e-3)"							"unprognostic (1.23e-1)"							"unprognostic (7.30e-2)"		
MUSTN1	Mustang	ENSG00000272573	"Musculoskeletal, embryonic nuclear protein 1"	Q8IVN3	3	52833114-52835019	"Predicted intracellular proteins"	"Chondrogenesis, Myogenesis"			"Evidence at protein level"	"Evidence at transcript level"	"No human protein/transcript evidence"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	6	"skeletal muscle: 1631.9"	"Group enriched"	"Detected in some"	4	"Skeletal myocytes: 2.0;Smooth muscle cells: 2.7"	"Group enriched"	"Detected in some"	32	"pericyte: 410.9;vascular associated smooth muscle cell: 399.6"	"Cancer enhanced"	"Detected in all"		"Head and Neck Squamous Cell Carcinoma (TCGA): 37.6"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in some"	7	"Sarcoma: 13.6"	"Adipose subcutaneous - Smooth muscle cells, Adipose visceral - Smooth muscle cells, Heart muscle - Smooth muscle cells, Lung - Smooth muscle cells, Thyroid gland - Smooth muscle cells"	"Low region specificity"	"Detected in all"														NA	NA		16000	"Cluster 35: Neutrophils - Protein binding"	"Cluster 2: Skeletal muscle - Striated muscle contraction"	"Cluster 32: Cerebral cortex - Mixed function"	"Cluster 33: Sarcoma - Muscle contraction"	"Cluster 49: Non-specific - Transcription"					"unprognostic (5.12e-2)"	"unprognostic (2.60e-1)"	"unprognostic (4.04e-2)"	"unprognostic (3.49e-3)"	"unprognostic (3.85e-3)"	"unprognostic (1.57e-1)"	"unprognostic (2.26e-1)"		"unprognostic (1.53e-2)"	"unprognostic (1.46e-1)"	"unprognostic (2.62e-1)"	"unprognostic (1.88e-3)"	"unprognostic (1.55e-2)"	"unprognostic (9.14e-2)"	"unprognostic (3.83e-2)"	"unprognostic (1.30e-3)"	"unprognostic (1.74e-1)"	"unprognostic (1.90e-1)"	"unprognostic (4.24e-1)"	"unprognostic (9.89e-2)"		"unprognostic (8.82e-2)"		"unprognostic (9.85e-4)"	"unprognostic (4.23e-2)"	"unprognostic (9.43e-2)"	"unprognostic (3.23e-2)"	"unprognostic (2.21e-3)"	"unprognostic (6.03e-2)"	"unprognostic (6.19e-2)"	"unprognostic (4.97e-2)"
MYOM2		ENSG00000036448	"Myomesin 2"	P54296	8	2045046-2165552	"Predicted intracellular proteins"		"Muscle protein"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	6	"heart muscle: 331.4;skeletal muscle: 374.2"	"Group enriched"	"Detected in many"	4	"Cardiomyocytes: 717.2;NK-cells: 356.5"	"Low cell type specificity"	"Detected in all"			"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	19	"Bone cancer: 8.7;Myeloma: 7.3"	"Heart muscle - Cardiomyocytes, Skeletal muscle - Skeletal myocytes, Skeletal muscle - Skeletal myocytes"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"HPA001765, HPA005953"	Enhanced		Approved	Mitochondria			NA	NA		190000		"Cluster 12: Heart muscle - Cardiac muscle contraction"	"Cluster 53: Neurons - Mixed function"	"Cluster 51: Myeloma - Immunoglobulins"	"Cluster 68: Cardiomyocytes - Muscle contraction"	11	Mitochondria		"HPA001765: AB_1079443, HPA005953: AB_1854258"			"unprognostic (1.26e-2)"																		"unprognostic (9.40e-2)"										
NDUFC1	KFYI	ENSG00000109390	"NADH:ubiquinone oxidoreductase subunit C1"	O43677	4	139266880-139302551	"Metabolic proteins, Predicted membrane proteins"	"Electron transport, Respiratory chain, Transport"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in all"	6	"heart muscle: 79.7;skeletal muscle: 258.9;tongue: 152.8"	"Cell type enhanced"	"Detected in all"		"Cardiomyocytes: 2840.6;Distal tubular cells: 1226.3;Proximal tubular cells: 1502.8"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Heart muscle - Cardiomyocytes, Skeletal muscle - Skeletal myocytes, Testis - Early spermatids, Thyroid gland - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA044556, HPA062427"	Enhanced		Supported	Mitochondria			No	No			"Cluster 46: Basophils - Proteolysis"	"Cluster 14: Skeletal muscle - Muscle contraction"	"Cluster 55: Non-specific - Transcription"	"Cluster 66: Non-specific - Mitochondria"	"Cluster 39: Non-specific - Basic cellular processes"		Mitochondria		"HPA044556: AB_10794402, HPA062427: "	"unprognostic (6.10e-2)"	"unprognostic (9.45e-3)"	"unprognostic (7.43e-3)"	"unprognostic (2.16e-2)"	"unprognostic (8.30e-3)"	"unprognostic (3.47e-1)"	"unprognostic (6.80e-3)"	"unprognostic (1.47e-1)"	"unprognostic (1.55e-1)"	"unprognostic (5.78e-3)"	"unprognostic (4.87e-5)"	"unprognostic (5.65e-3)"	"unprognostic (2.10e-4)"	"unprognostic (1.08e-2)"	"unprognostic (1.21e-1)"	"unprognostic (9.30e-2)"	"unprognostic (1.15e-1)"	"unprognostic (2.15e-1)"	"unprognostic (2.74e-2)"	"unprognostic (2.60e-1)"	"unprognostic (4.83e-2)"	"unprognostic (9.39e-4)"	"unprognostic (3.59e-2)"	"unprognostic (9.48e-2)"	"unprognostic (1.90e-1)"	"unprognostic (1.63e-2)"	"unprognostic (2.67e-2)"	"unprognostic (1.77e-1)"	"unprognostic (1.71e-1)"	"unprognostic (4.63e-2)"	"unprognostic (1.26e-1)"
NEXN	"NELIN, nexilin"	ENSG00000162614	"Nexilin F-actin binding protein"	Q0ZGT2	1	77888513-77943895	"Disease related genes, Human disease related genes, Predicted intracellular proteins"		Actin-binding	"Cardiomyopathy, Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	6	"heart muscle: 390.5;skeletal muscle: 652.7;tongue: 527.5"	"Cell type enriched"	"Detected in many"	5	"Cardiomyocytes: 3529.9"	"Cell type enhanced"	"Detected in all"		"vascular associated smooth muscle cell: 154.6"	"Cancer enhanced"	"Detected in many"		"Stomach Adenocarcinoma (TCGA): 23.5"	"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in some"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in many"			"Colon - Smooth muscle cells, Liver - Hepatic stellate cells, Prostate - Smooth muscle cells"	"Region enhanced"	"Detected in all"		"basal ganglia: 40.4"	"Group enriched"	"Detected in all"	5	"basal ganglia: 12.3;midbrain: 18.6;pons: 13.6;thalamus: 34.4"	"HPA011185, HPA011904"	Approved		Supported	"Plasma membrane,Actin filaments"			NA	NA		3200000	"Cluster 38: Monocytes & Neutrophils - Degranulation"	"Cluster 12: Heart muscle - Cardiac muscle contraction"	"Cluster 38: Sub-cortical - Mixed function"	"Cluster 64: Connective tissue cells - ECM organization"	"Cluster 68: Cardiomyocytes - Muscle contraction"	9	"Plasma membrane, Actin filaments"		"HPA011185: AB_1854409, HPA011904: "	"unprognostic (3.22e-3)"	"unprognostic (1.25e-1)"	"unprognostic (8.55e-2)"	"unprognostic (1.52e-1)"	"unprognostic (1.28e-2)"	"unprognostic (4.33e-2)"	"unprognostic (1.09e-1)"	"unprognostic (9.68e-2)"	"unprognostic (4.03e-3)"	"unprognostic (2.08e-1)"	"unprognostic (1.80e-2)"	"unprognostic (1.96e-1)"	"unprognostic (5.37e-2)"	"unprognostic (1.21e-2)"	"unprognostic (5.15e-2)"	"unprognostic (2.09e-1)"	"unprognostic (1.74e-1)"	"unprognostic (9.68e-2)"	"unprognostic (1.68e-1)"	"unprognostic (3.96e-2)"	"unprognostic (1.27e-3)"	"unprognostic (8.76e-2)"	"unprognostic (2.12e-1)"	"unprognostic (1.17e-1)"	"unprognostic (3.18e-2)"	"unprognostic (8.41e-3)"		"unprognostic (1.74e-2)"	"unprognostic (2.78e-1)"	"unprognostic (1.03e-2)"	"unprognostic (4.67e-2)"
NIPSNAP2	GBAS	ENSG00000146729	"Nipsnap homolog 2"	O75323	7	55951793-56000181	"Predicted intracellular proteins"	Autophagy			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in all"	6	"heart muscle: 257.1;skeletal muscle: 622.6;tongue: 754.0"	"Cell type enhanced"	"Detected in all"		"Cardiomyocytes: 671.6"	"Low cell type specificity"	"Detected in all"			"Cancer enhanced"	"Detected in all"		"Glioblastoma Multiforme (TCGA): 274.4"	"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adrenal gland - Adrenal cortex cells, Heart muscle - Cardiomyocytes, Thyroid gland - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA063084	Enhanced		Supported	Mitochondria			NA	NA			"Cluster 10: Non-specific - Membrane trafficking"	"Cluster 14: Skeletal muscle - Muscle contraction"	"Cluster 21: Non-specific - Metabolism"	"Cluster 67: Non-specific - Unknown function"	"Cluster 68: Cardiomyocytes - Muscle contraction"	26	Mitochondria		"HPA063084: AB_2684938"	"unprognostic (4.93e-2)"	"unprognostic (6.04e-2)"		"unprognostic (3.52e-3)"	"unprognostic (9.01e-2)"	"unprognostic (2.67e-2)"	"unprognostic (8.11e-2)"	"unprognostic (9.33e-4)"	"unprognostic (7.54e-3)"	"unprognostic (7.42e-2)"	"unprognostic (3.64e-3)"	"unprognostic (3.78e-2)"	"unprognostic (2.20e-4)"	"unprognostic (1.68e-2)"		"unprognostic (4.45e-2)"	"unprognostic (1.22e-1)"	"unprognostic (2.26e-1)"	"unprognostic (2.65e-1)"	"unprognostic (2.85e-2)"	"unprognostic (1.36e-1)"	"unprognostic (1.17e-1)"	"unprognostic (2.40e-1)"	"unprognostic (1.47e-1)"	"unprognostic (6.32e-2)"	"unprognostic (2.97e-2)"	"unprognostic (2.19e-1)"	"unprognostic (5.03e-2)"	"unprognostic (1.30e-1)"	"unprognostic (9.53e-3)"	"unprognostic (6.18e-2)"
NKAIN1	"FAM77C, FLJ12650"	ENSG00000084628	"Sodium/potassium transporting ATPase interacting 1"	Q4KMZ8	1	31179745-31239887	"Predicted membrane proteins, Transporters"				"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Group enriched"	"Detected in some"	6	"adrenal gland: 23.5;brain: 32.7;skeletal muscle: 18.7;tongue: 11.4"	"Cell type enriched"	"Detected in some"	11	"Oligodendrocytes: 40.9"	"Cell type enhanced"	"Detected in many"		"lower rhombic lip: 59.0"	"Group enriched"	"Detected in many"	5	"Breast Invasive Carcinoma (TCGA): 23.2;Glioblastoma Multiforme (TCGA): 6.5;Prostate Adenocarcinoma (TCGA): 12.2"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in many"	4	"breast cancer: 9.5;Neuroblastoma: 29.5"	"Colon - Colon enteroendocrine cells, Skeletal muscle - Skeletal myocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA006873	Uncertain						NA	NA				"Cluster 79: Non-specific - Transcription"	"Cluster 26: Oligodendrocytes - Mixed function"	"Cluster 27: Breast cancer - Unknown function"	"Cluster 51: Oligodendrocytes - Unknown function"				"HPA006873: AB_1848410"		"unprognostic (1.97e-2)"	"unprognostic (2.27e-2)"				"unprognostic (9.72e-2)"	"unprognostic (2.78e-4)"			"unprognostic (8.53e-3)"													"unprognostic (4.13e-2)"			"unprognostic (1.06e-1)"		"unprognostic (2.04e-2)"		"unprognostic (3.91e-2)"
OPTN	"FIP-2, FIP2, GLC1E, HIP7, HYPL, NRP, TFIIIA-INTP"	ENSG00000123240	Optineurin	Q96CV9	10	13099449-13138308	"Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Transporters"	"Autophagy, Host-virus interaction, Immunity, Innate immunity"		"Amyotrophic lateral sclerosis, Disease variant, Glaucoma, Neurodegeneration"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in all"	6	"skeletal muscle: 848.4;tongue: 379.4"	"Cell type enhanced"	"Detected in all"		"Late spermatids: 885.2"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adrenal gland - Adrenal cortex cells, Spleen - Endothelial cells, Testis - Early spermatids, Testis - Late spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA003279, HPA003360, CAB019303"	Approved		Enhanced	Cytosol			NA	NA		1100000	"Cluster 5: Non-specific - Cell proliferation"	"Cluster 2: Skeletal muscle - Striated muscle contraction"	"Cluster 53: Neurons - Mixed function"	"Cluster 52: Non-specific - Mitochondria"	"Cluster 63: Late spermatids - Spermatogenesis"	238	Cytosol		"CAB019303: , HPA003279: AB_1079527, HPA003360: AB_1079528"	"unprognostic (7.86e-3)"	"unprognostic (5.92e-2)"	"unprognostic (1.97e-1)"	"unprognostic (1.83e-1)"	"unprognostic (2.25e-2)"	"unprognostic (5.59e-3)"	"unprognostic (7.27e-2)"	"unprognostic (7.21e-3)"	"unprognostic (3.82e-2)"	"unprognostic (2.76e-1)"	"unprognostic (5.37e-5)"	"unprognostic (5.68e-3)"	"unprognostic (3.07e-2)"	"unprognostic (2.26e-4)"	"unprognostic (8.87e-3)"	"unprognostic (1.33e-1)"	"unprognostic (6.08e-3)"	"unprognostic (5.67e-2)"	"unprognostic (8.94e-2)"	"unprognostic (6.64e-2)"	"unprognostic (3.36e-2)"	"unprognostic (8.51e-3)"	"unprognostic (2.96e-2)"	"unprognostic (3.23e-1)"	"unprognostic (2.81e-2)"	"unprognostic (8.40e-2)"	"unprognostic (5.55e-3)"	"unprognostic (2.51e-1)"	"unprognostic (1.64e-1)"	"unprognostic (2.45e-1)"	"unprognostic (1.40e-2)"
PFKFB1	PFRX	ENSG00000158571	"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1"	P16118	X	54932961-54998534	"Enzymes, Metabolic proteins, Predicted intracellular proteins"		"Hydrolase, Kinase, Multifunctional enzyme, Transferase"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	6	"adipose tissue: 27.3;liver: 49.0;skeletal muscle: 107.6;tongue: 39.1"	"Cell type enhanced"	"Detected in some"		"Astrocytes: 2.2;Hepatocytes: 13.4;Oligodendrocyte precursor cells: 2.4;Oligodendrocytes: 2.9;Skeletal myocytes: 4.9"	"Low cell type specificity"	"Detected in many"			"Cancer enriched"	"Detected in some"	9	"Liver Hepatocellular Carcinoma (TCGA): 9.6"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in single"			"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Liver - Hepatocytes"	"Low region specificity"	"Detected in some"			"Low region specificity"	"Detected in many"										NA	NA				"Cluster 19: Non-specific - Basic cellular processes"	"Cluster 13: Oligodendrocytes - Mixed function"	"Cluster 44: Connective tissue cells - ECM organization"	"Cluster 62: Hepatocytes - Metabolism"	13					"unprognostic (3.12e-1)"	"unprognostic (6.99e-2)"											"unprognostic (1.47e-3)"	"unprognostic (2.95e-4)"																
PKIA	PRKACN1	ENSG00000171033	"CAMP-dependent protein kinase inhibitor alpha"	P61925	8	78516340-78605267	"Predicted intracellular proteins"		"Protein kinase inhibitor"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	6	"skeletal muscle: 1120.1;tongue: 915.9"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 99.4;Cardiomyocytes: 422.4;Excitatory neurons: 99.8;Inhibitory neurons: 74.9;Oligodendrocyte precursor cells: 77.8;Skeletal myocytes: 177.6"	"Low cell type specificity"	"Detected in all"			"Cancer enhanced"	"Detected in many"		"Glioblastoma Multiforme (TCGA): 34.5;Kidney Chromophobe (TCGA): 39.0"	"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in many"		"T-reg: 21.5"	"Lineage enriched"	"Detected in many"	9	"T-cells: 21.5"	"Cancer enhanced"	"Detected in many"		"Neuroblastoma: 43.0"	"Skeletal muscle - Skeletal myocytes, Skin - Keratinocyte (other), Spleen - B-cells (Spleen), Thyroid gland - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA042791	Uncertain						NA	NA			"Cluster 31: T-cells - T-cell receptor"	"Cluster 14: Skeletal muscle - Muscle contraction"	"Cluster 33: Neurons - Mixed function"	"Cluster 72: Neuronal - Signal transduction"	"Cluster 68: Cardiomyocytes - Muscle contraction"	11			"HPA042791: AB_10795761"	"unprognostic (5.40e-3)"	"unprognostic (6.70e-3)"	"unprognostic (6.46e-2)"	"unprognostic (6.28e-2)"	"unprognostic (1.52e-1)"	"unprognostic (4.38e-3)"	"unprognostic (8.03e-2)"	"unprognostic (6.28e-3)"	"unprognostic (5.78e-2)"	"unprognostic (6.92e-2)"	"unprognostic (6.61e-2)"	"unprognostic (1.42e-2)"	"unprognostic (1.45e-1)"			"unprognostic (1.52e-2)"	"unprognostic (6.98e-2)"	"unprognostic (1.67e-2)"	"unprognostic (1.06e-1)"	"unprognostic (2.35e-1)"	"unprognostic (1.72e-1)"	"unprognostic (1.37e-1)"	"unprognostic (1.12e-1)"	"unprognostic (1.59e-1)"	"unprognostic (1.35e-1)"	"unprognostic (2.57e-3)"	"unprognostic (6.19e-3)"	"unprognostic (1.37e-2)"	"unprognostic (2.57e-1)"	"unprognostic (2.17e-1)"	"unprognostic (6.15e-2)"
