Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
BARX2		ENSG00000043039	"BARX homeobox 2"	Q9UMQ3	11	129375848-129452279	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	DNA-binding		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"esophagus: 153.6;salivary gland: 127.7;vagina: 70.0"	"Cell type enhanced"	"Detected in many"		"Basal keratinocytes: 60.2;Mucus glandular cells: 103.2;Serous glandular cells: 74.3;Squamous epithelial cells: 196.2;Suprabasal keratinocytes: 159.6"	"Cell type enhanced"	"Detected in some"		"choroid plexus epithelial cell: 94.6;deep-layer near-projecting: 32.2;ependymal cell: 63.1"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Colon - Colon enterocytes, Lung - Respiratory ciliated cells, Skin - Outer root sheath cells, Testis - Spermatogonia"	"Low region specificity"	"Detected in many"			"Group enriched"	"Detected in some"	4	"cerebral cortex: 4.1;hippocampal formation: 2.4"	"CAB033311, HPA064966, HPA068414"	Enhanced		Supported	"Nucleoplasm,Golgi apparatus,Cytosol"			NA	NA				"Cluster 27: Squamous epithelium - Keratinization"	"Cluster 21: Non-specific - Metabolism"	"Cluster 21: Lymphoma - Adaptive immune response"	"Cluster 12: Squamous epithelial cells - Keratinization"	2	Nucleoplasm	"Golgi apparatus, Cytosol"	"CAB033311: AB_781574, HPA064966: , HPA068414: AB_2685984"	"unprognostic (2.18e-2)"	"unprognostic (1.76e-1)"	"unprognostic (2.14e-1)"	"unprognostic (1.20e-1)"	"unprognostic (1.40e-1)"	"unprognostic (5.84e-3)"			"unprognostic (1.76e-1)"	"unprognostic (1.81e-1)"	"unprognostic (1.15e-4)"	"unprognostic (8.61e-4)"	"unprognostic (2.55e-3)"			"unprognostic (1.91e-3)"	"unprognostic (1.27e-4)"	"unprognostic (3.31e-2)"	"unprognostic (1.75e-2)"	"unprognostic (6.43e-2)"	"unprognostic (3.64e-1)"	"unprognostic (4.98e-3)"	"unprognostic (8.31e-3)"	"unprognostic (1.68e-1)"	"unprognostic (2.19e-1)"	"unprognostic (2.24e-2)"	"unprognostic (2.32e-1)"	"unprognostic (3.27e-1)"	"unprognostic (1.62e-1)"		"unprognostic (3.58e-3)"
CALML3	CLP	ENSG00000178363	"Calmodulin like 3"	P27482	10	5524961-5526771	"Plasma proteins, Predicted intracellular proteins, RAS pathway related proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"esophagus: 492.8;skin 1: 173.5;vagina: 194.7"	"Cell type enhanced"	"Detected in some"		"Basal keratinocytes: 459.9;Basal squamous epithelial cells: 278.6;Squamous epithelial cells: 1470.1;Suprabasal keratinocytes: 1161.2"	"Not detected"	"Not detected"			"Group enriched"	"Detected in many"	24	"Bladder Urothelial Carcinoma (TCGA): 176.8;Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA): 434.9;Head and Neck Squamous Cell Carcinoma (TCGA): 501.6;Lung Squamous Cell Carcinoma (TCGA): 297.3;Skin Cuteneous Melanoma (TCGA): 142.1"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"cervical cancer: 96.9;Esophageal cancer: 92.1;head and neck cancer: 56.5"	"Kidney - Proximal tubular cells, Minor Salivary Gland - Minor salivary gland basal cells, Skin - Outer root sheath cells"	"Not detected"	"Not detected"							"CAB010070, HPA044999"	Approved						NA	NA		1600000		"Cluster 27: Squamous epithelium - Keratinization"	"Cluster 38: Sub-cortical - Mixed function"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 59: Suprabasal keratinocytes - Cornification"	56			"CAB010070: , HPA044999: AB_2679177"	"unprognostic (1.90e-1)"	"unprognostic (1.55e-3)"	"unprognostic (4.09e-2)"	"unprognostic (1.09e-1)"	"unprognostic (6.47e-2)"				"unprognostic (4.51e-2)"				"unprognostic (4.36e-2)"	"unprognostic (1.34e-1)"	"unprognostic (2.84e-2)"	"unprognostic (2.64e-2)"		"unprognostic (8.00e-3)"	"unprognostic (1.82e-1)"			"unprognostic (3.08e-1)"	"unprognostic (1.43e-1)"	"unprognostic (1.28e-1)"			"unprognostic (1.76e-1)"	"unprognostic (1.69e-1)"	"unprognostic (2.62e-1)"		"unprognostic (3.68e-2)"
CARD14	"BIMP2, CARMA2, PSORS2"	ENSG00000141527	"Caspase recruitment domain family member 14"	Q9BXL6	17	80169992-80216073	"Disease related genes, Human disease related genes, Predicted intracellular proteins"	Apoptosis		"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"esophagus: 13.1;skin 1: 13.9;vagina: 7.1"	"Cell type enhanced"	"Detected in many"		"Microglial cells: 6.3;Oligodendrocytes: 10.8;Squamous epithelial cells: 5.9;Suprabasal keratinocytes: 10.9"	"Cell type enhanced"	"Detected in many"		"central nervous system macrophage: 11.6;oligodendrocyte: 14.9"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in single"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Prostate - Prostate basal glandular cells, Skin - Keratinocyte (other)"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA023388			Supported	Cytosol			NA	NA				"Cluster 27: Squamous epithelium - Keratinization"	"Cluster 6: Non-specific - Immune response"	"Cluster 7: Liver cancer - Metabolism"	"Cluster 59: Suprabasal keratinocytes - Cornification"	4	Cytosol		"HPA023388: AB_1846020"	"unprognostic (2.19e-1)"	"unprognostic (3.85e-3)"	"unprognostic (8.86e-2)"	"unprognostic (1.60e-2)"		"unprognostic (1.24e-1)"			"unprognostic (1.35e-1)"			"unprognostic (3.74e-2)"				"unprognostic (9.91e-3)"	"unprognostic (5.42e-2)"	"unprognostic (7.23e-2)"			"unprognostic (2.18e-3)"		"unprognostic (1.22e-1)"	"unprognostic (4.03e-3)"		"unprognostic (9.02e-3)"	"unprognostic (1.11e-1)"	"unprognostic (1.80e-1)"			
CERS3	"LASS3, MGC27091"	ENSG00000154227	"Ceramide synthase 3"	Q8IU89	15	100400395-100544995	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins"	"Lipid biosynthesis, Lipid metabolism"	Transferase	Ichthyosis	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"esophagus: 53.6;skin 1: 62.0;vagina: 29.4"	"Cell type enhanced"	"Detected in some"		"Basal keratinocytes: 31.8;Basal squamous epithelial cells: 38.6;Early spermatids: 23.9;Late spermatids: 18.3;Spermatocytes: 24.1;Squamous epithelial cells: 49.4;Suprabasal keratinocytes: 86.5"	"Low cell type specificity"	"Detected in many"			"Cancer enhanced"	"Detected in some"		"Head and Neck Squamous Cell Carcinoma (TCGA): 36.5"	"Low region specificity"	"Detected in single"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	5	"Esophageal cancer: 2.9;head and neck cancer: 10.6"	"Minor Salivary Gland - Minor salivary gland basal cells, Testis - Early spermatids"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"HPA006092, HPA024356"	Approved		Supported	Nucleoplasm			NA	NA				"Cluster 27: Squamous epithelium - Keratinization"	"Cluster 15: Non-specific - Transcription"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 59: Suprabasal keratinocytes - Cornification"	36	Nucleoplasm		"HPA006092: AB_1079236, HPA024356: AB_1852721"	"unprognostic (5.20e-2)"			"unprognostic (4.28e-2)"					"unprognostic (2.23e-1)"									"unprognostic (2.04e-1)"	"unprognostic (3.20e-1)"								"unprognostic (9.77e-2)"				"unprognostic (5.35e-2)"
CLCA2	CLCRG2	ENSG00000137975	"Chloride channel accessory 2"	Q9UQC9	1	86424171-86456553	"Predicted membrane proteins, Transporters"	"Cell adhesion, Ion transport, Transport"	"Hydrolase, Metalloprotease, Protease"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"esophagus: 113.7;skin 1: 86.4;vagina: 51.5"	"Cell type enhanced"	"Detected in some"		"Basal keratinocytes: 123.9;Basal respiratory cells: 50.8;Basal squamous epithelial cells: 62.7;Club cells: 62.1;Squamous epithelial cells: 183.6;Suprabasal keratinocytes: 212.0"	"Cell type enriched"	"Detected in single"	4	"oligodendrocyte: 2.8"	"Group enriched"	"Detected in many"	6	"Bladder Urothelial Carcinoma (TCGA): 49.7;Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA): 96.0;Head and Neck Squamous Cell Carcinoma (TCGA): 198.2;Lung Squamous Cell Carcinoma (TCGA): 89.1"	"Low region specificity"	"Detected in single"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	4	"breast cancer: 24.6;Esophageal cancer: 13.5;Gallbladder cancer: 13.2;head and neck cancer: 29.1"	"Lung - Respiratory ciliated cells, Prostate - Urothelial cells, Skin - Mitotic cells (Skin), Testis - Early spermatids, Testis - Late spermatids"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			HPA047192	Enhanced		Supported	"Nucleoplasm,Plasma membrane,Cell Junctions"	"Intracellular and membrane"	Transport	NA	NA		46000		"Cluster 27: Squamous epithelium - Keratinization"	"Cluster 28: Oligodendrocytes - Mixed function"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 12: Squamous epithelial cells - Keratinization"		"Plasma membrane, Cell Junctions"	Nucleoplasm	"HPA047192: AB_2679977"	"unprognostic (1.41e-1)"	"unprognostic (6.16e-3)"	"unprognostic (5.03e-1)"	"unprognostic (9.20e-2)"					"unprognostic (7.21e-2)"				"unprognostic (2.29e-1)"			"unprognostic (1.20e-1)"		"unprognostic (4.40e-4)"	"unprognostic (3.58e-1)"				"unprognostic (6.91e-2)"				"unprognostic (8.69e-2)"	"unprognostic (2.20e-1)"			
CLIC3		ENSG00000169583	"Chloride intracellular channel 3"	O95833	9	136994608-136996568	"Plasma proteins, Predicted intracellular proteins, Transporters"	"Ion transport, Transport"	"Chloride channel, Ion channel, Oxidoreductase, Voltage-gated channel"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"esophagus: 308.1;skin 1: 118.3;thyroid gland: 106.3;vagina: 128.2"	"Cell type enhanced"	"Detected in many"		"Alveolar cells type 1: 782.5;Cytotrophoblasts: 783.7;dendritic cells: 743.8;Extravillous trophoblasts: 1439.7;NK-cells: 469.6;Suprabasal keratinocytes: 979.3;Syncytiotrophoblasts: 2193.7"	"Cell type enriched"	"Detected in some"	4	"leukocyte: 50.5"	"Cancer enhanced"	"Detected in many"		"Bladder Urothelial Carcinoma (TCGA): 136.9;Thyroid Carcinoma (TCGA): 252.2"	"Low region specificity"	"Detected in all"			"Immune cell enriched"	"Detected in many"	9	"plasmacytoid DC: 2643.0"	"Lineage enriched"	"Detected in all"	9	"dendritic cells: 2643.0"	"Low cancer specificity"	"Detected in many"			"Adipose visceral - Mesothelial cells, Liver - NK-cells (Liver), Lung - Alveolar cells type 1, Spleen - NK-cells (Spleen)"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			HPA005963	Enhanced		Supported	"Nuclear bodies"			NA	NA			"Cluster 8: Plasmacytoid DCs - Unknown function"	"Cluster 27: Squamous epithelium - Keratinization"	"Cluster 25: Non-specific - Transcription"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 59: Suprabasal keratinocytes - Cornification"	33	"Nuclear bodies"		"HPA005963: AB_1078536"	"unprognostic (7.50e-2)"	"unprognostic (8.23e-2)"	"unprognostic (1.01e-1)"	"unprognostic (2.47e-2)"	"unprognostic (2.32e-1)"	"unprognostic (2.32e-1)"			"unprognostic (2.15e-1)"		"unprognostic (6.43e-5)"	"unprognostic (9.51e-4)"	"unprognostic (9.77e-2)"	"unprognostic (9.78e-3)"	"unprognostic (7.47e-2)"	"unprognostic (2.28e-1)"	"unprognostic (7.89e-2)"	"unprognostic (6.83e-4)"	"unprognostic (7.65e-2)"	"unprognostic (1.14e-2)"	"unprognostic (8.95e-2)"	"unprognostic (2.15e-3)"	"unprognostic (3.13e-2)"	"unprognostic (1.49e-1)"	"unprognostic (8.87e-2)"	"unprognostic (7.26e-2)"	"unprognostic (1.51e-1)"	"unprognostic (7.93e-3)"	"unprognostic (1.86e-2)"	"unprognostic (9.04e-2)"	"unprognostic (2.48e-1)"
CNFN	PLAC8L2	ENSG00000105427	Cornifelin	Q9BYD5	19	42387019-42390297	"Predicted intracellular proteins"	Keratinization			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"cervix: 925.8;esophagus: 3006.5;vagina: 1399.2"	"Cell type enriched"	"Detected in many"	5	"Suprabasal keratinocytes: 1633.9"	"Cell type enhanced"	"Detected in many"		"endothelial cell: 4.5;hippocampal CA4: 4.7"	"Cancer enhanced"	"Detected in all"		"Head and Neck Squamous Cell Carcinoma (TCGA): 673.3"	"Low region specificity"	"Detected in many"			"Group enriched"	"Detected in many"	11	"memory B-cell: 61.4;naive B-cell: 70.6"	"Lineage enriched"	"Detected in many"	12	"B-cells: 70.6"	"Low cancer specificity"	"Detected in all"			"Skin - Keratinocyte (granular), Spleen - B-cells (Spleen)"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"HPA049073, HPA053997"	Enhanced		Approved	"Microtubules,Cytokinetic bridge"			Yes	No			"Cluster 18: Non-specific - Translation"	"Cluster 29: Squamous epithelium - Innate immune response"	"Cluster 33: Neurons - Mixed function"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 59: Suprabasal keratinocytes - Cornification"	10	Microtubules	"Cytokinetic bridge"	"HPA049073: AB_2680620, HPA053997: AB_2682337"	"unprognostic (7.61e-2)"	"unprognostic (9.90e-2)"	"unprognostic (1.98e-1)"	"unprognostic (9.55e-4)"	"unprognostic (1.82e-1)"	"unprognostic (4.48e-2)"	"unprognostic (2.43e-2)"		"unprognostic (6.35e-3)"	"unprognostic (1.03e-1)"	"unprognostic (3.37e-3)"	"unprognostic (4.92e-3)"	"unprognostic (6.10e-2)"	"unprognostic (2.40e-2)"	"unprognostic (1.26e-4)"	"unprognostic (3.71e-2)"	"unprognostic (2.02e-2)"	"unprognostic (1.01e-2)"	"unprognostic (1.24e-1)"	"unprognostic (9.81e-2)"	"unprognostic (2.85e-1)"	"unprognostic (8.97e-2)"		"unprognostic (1.65e-1)"	"unprognostic (2.48e-1)"	"unprognostic (5.03e-2)"	"unprognostic (2.68e-1)"	"unprognostic (3.52e-2)"	"unprognostic (5.07e-2)"	"unprognostic (5.94e-5)"	"unprognostic (4.04e-1)"
CRABP2	CRABP-II	ENSG00000143320	"Cellular retinoic acid binding protein 2"	P29373	1	156699606-156705816	"Predicted intracellular proteins"	Transport			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"esophagus: 1156.3;vagina: 586.7"	"Cell type enhanced"	"Detected in many"		"Basal respiratory cells: 453.6;Basal squamous epithelial cells: 165.8;Breast glandular cells: 217.1;Club cells: 229.7;Ionocytes: 196.6;Secretory cells: 180.7;Squamous epithelial cells: 816.4"	"Cell type enhanced"	"Detected in many"		"fibroblast: 19.1"	"Cancer enhanced"	"Detected in all"		"Breast Invasive Carcinoma (TCGA): 833.3"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in all"		"breast cancer: 849.1"	"Adipose subcutaneous - Adipose progenitor cells, Breast - Breast myoepithelial cells, Heart muscle - Fibroblasts, Prostate - Urothelial cells, Thyroid gland - Fibroblasts"	"Low region specificity"	"Detected in all"			"Region enhanced"	"Detected in all"		"spinal cord: 47.7"	"HPA004135, CAB080413"	Supported		Supported	Nucleoplasm,Cytosol			NA	NA		110000		"Cluster 29: Squamous epithelium - Innate immune response"	"Cluster 23: Choroid plexus - Mixed function"	"Cluster 27: Breast cancer - Unknown function"	"Cluster 50: Connective tissue cells - ECM organization"	6	"Nucleoplasm, Cytosol"		"CAB080413: , HPA004135: AB_1846516"	"unprognostic (8.35e-5)"	"unprognostic (3.62e-3)"	"unprognostic (9.09e-2)"	"unprognostic (2.12e-1)"	"unprognostic (5.41e-2)"	"unprognostic (1.79e-1)"	"unprognostic (2.52e-2)"	"unprognostic (3.46e-1)"	"unprognostic (3.69e-2)"	"unprognostic (3.73e-2)"	"unprognostic (4.26e-8)"	"unprognostic (4.69e-2)"	"unprognostic (7.51e-2)"	"unprognostic (5.17e-3)"	"unprognostic (1.26e-2)"	"unprognostic (1.68e-1)"	"unprognostic (4.22e-5)"	"unprognostic (5.36e-2)"	"unprognostic (2.56e-1)"	"unprognostic (2.69e-1)"	"unprognostic (1.26e-2)"	"unprognostic (2.66e-3)"	"unprognostic (1.39e-2)"	"unprognostic (4.45e-2)"	"unprognostic (1.05e-2)"	"unprognostic (5.27e-2)"	"unprognostic (7.39e-2)"	"unprognostic (9.26e-4)"	"unprognostic (1.55e-1)"	"unprognostic (7.42e-3)"	"unprognostic (1.83e-1)"
CRCT1	"C1orf42, NICE-1"	ENSG00000169509	"Cysteine rich C-terminal 1"	Q9UGL9	1	152514482-152516008	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"cervix: 563.1;esophagus: 1771.3;vagina: 840.7"	"Cell type enriched"	"Detected in some"	18	"Suprabasal keratinocytes: 1012.4"	"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Head and Neck Squamous Cell Carcinoma (TCGA): 90.4"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Bladder cancer: 6.6;cervical cancer: 3.7;head and neck cancer: 5.5"	"Skin - Keratinocyte (granular)"					"Not detected"	"Not detected"										NA	NA				"Cluster 29: Squamous epithelium - Innate immune response"		"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 59: Suprabasal keratinocytes - Cornification"	46				"unprognostic (2.24e-3)"			"unprognostic (1.44e-1)"					"unprognostic (1.43e-1)"									"unprognostic (2.56e-1)"				"unprognostic (7.98e-4)"					"unprognostic (2.46e-1)"	"unprognostic (8.77e-3)"			
CRNN	"C1orf10, SEP53"	ENSG00000143536	Cornulin	Q9UBG3	1	152409243-152414263	"Disease related genes, Predicted intracellular proteins"			"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"esophagus: 5196.2;vagina: 1640.4"	"Cell type enriched"	"Detected in some"	11	"Suprabasal keratinocytes: 1979.1"	"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	10	"Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA): 26.8;Head and Neck Squamous Cell Carcinoma (TCGA): 86.2;Stomach Adenocarcinoma (TCGA): 23.8"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	32	"cervical cancer: 21.9"		"Not detected"	"Not detected"			"Not detected"	"Not detected"			"HPA024343, CAB026182"	Enhanced						NA	NA		540000		"Cluster 29: Squamous epithelium - Innate immune response"		"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 59: Suprabasal keratinocytes - Cornification"	14			"CAB026182: , HPA024343: AB_1847162"	"unprognostic (6.83e-1)"			"unprognostic (1.04e-1)"					"unprognostic (5.51e-2)"									"unprognostic (2.46e-1)"	"unprognostic (8.25e-2)"								"unprognostic (1.96e-1)"	"unprognostic (2.05e-1)"			
CRYBG2	"AIM1L, FLJ38020"	ENSG00000176092	"Crystallin beta-gamma domain containing 2"	Q8N1P7	1	26321698-26360080	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"esophagus: 46.8;skin 1: 19.7;vagina: 19.9"	"Cell type enhanced"	"Detected in many"		"Alveolar cells type 1: 16.0;Distal enterocytes: 20.0;Squamous epithelial cells: 15.8;Suprabasal keratinocytes: 34.1;Syncytiotrophoblasts: 60.5"	"Cell type enriched"	"Detected in single"	5	"leukocyte: 5.8"	"Cancer enhanced"	"Detected in many"		"Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA): 16.5"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Gallbladder cancer: 15.0"	"Colon - Colon enterocytes, Prostate - Urothelial cells, Testis - Early spermatids, Testis - Late spermatids"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA029629			Approved	Nucleoplasm			NA	NA				"Cluster 29: Squamous epithelium - Innate immune response"		"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 59: Suprabasal keratinocytes - Cornification"	5	Nucleoplasm		"HPA029629: AB_10601331"	"unprognostic (1.73e-1)"			"unprognostic (1.69e-2)"	"unprognostic (4.17e-1)"	"unprognostic (2.96e-2)"			"unprognostic (2.10e-1)"							"unprognostic (8.18e-5)"		"unprognostic (2.37e-1)"	"unprognostic (5.37e-2)"	"unprognostic (7.86e-2)"	"unprognostic (2.28e-1)"	"unprognostic (5.11e-4)"	"unprognostic (2.24e-1)"		"unprognostic (6.70e-2)"	"unprognostic (4.09e-2)"	"unprognostic (1.60e-1)"	"unprognostic (1.22e-2)"			"unprognostic (1.85e-2)"
